,Shipments: Attributes Ocean type category,Shipments: Attributes Shipment ID,Shipments: Attributes Tradelane,Shipments: Attributes Gross Weight (kg),Shipments: Attributes Volume (cbm),Shipment Containers: Distance Final Port to Destination Distance in mile,Shipment Containers: Distance Origin to First Port Distance in km,Shipments: Attributes Freight Type,Shipments: Locations Arrival port Coordinates,Shipments: Locations Departure port Coordinates,Port pair,Total Actual Days
2261,coloaded_lcl,2978002,TAWB,"1,185",5.56,237.39,12.54,Door to Door,"34.0522342,-118.2436849","44.1024504,9.824082599999999",ITSPE - USLAX,67.0
2262,coloaded_lcl,2965256,TAWB,230,2.007,"1,363.19",266.51,Port to Door,"40.735657,-74.1723667","54.5188898,18.5305409",PLGDY - USNYC,67.0
2263,flxt_lcl,2932027,FEWB,"3,053.7",6.74,207.16,169.72,Port to Door,"51.9244201,4.4777326","22.6272784,120.3014353",TWKHH - NLRTM,100.0
2264,coloaded_lcl,2918755,TPEB,"2,382.58",10.381,50.09,32.63,Port to Door,"34.0522342,-118.2436849","11.5563738,104.9282099",KHPNH - USLAX,52.0
2265,coloaded_lcl,2958422,FEWB,"1,675.79",8.85,116.24,2.65,Port to Door,"51.961726,1.351255","20.8449115,106.6880841",VNHPH - GBFXT,59.0
2266,coloaded_lcl,2992943,TPEB,628.6,2.34,74.75,171.54,Port to Door,"37.8043514,-122.2711639","22.6272784,120.3014353",TWKHH - USOAK,49.0
2267,coloaded_lcl,3001502,TAEB,"1,133.99",8.679,24.38,"3,430.05",Port to Port,"51.5100908,0.4595977","40.735657,-74.1723667",USNYC - GBLGP,33.0
2268,coloaded_lcl,2969432,FEWB,912.09,6.26,140.43,234.67,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,64.0
2269,coloaded_lcl,2915928,FEWB,102.41,1.716,180.81,74.20,Port to Door,"50.90970040000001,-1.4043509","13.7563309,100.5017651",THBKK - GBSOU,92.0
2270,coloaded_lcl,2903016,FEEB,"1,669",8.218,100.27,20.21,Door to Port,"29.868336,121.54399","53.5510846,9.9936819",DEHAM - CNNGB,
2271,coloaded_lcl,2943332,TPEB,"1,285.54",6.38,44.73,58.21,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,50.0
2272,coloaded_lcl,2921666,TPEB,688.57,3.82,24.54,230.96,Port to Door,"49.2827291,-123.1207375","22.356851,91.7831819",BDCGP - CAVAN,70.0
2273,coloaded_lcl,3022391,ROW,130.8,1.11,23.39,118.09,Port to Door,"22.3193039,114.1693611","20.8449115,106.6880841",VNHPH - HKHKG,8.0
2274,coloaded_lcl,2979856,FEWB,95,1.0,45.66,949.21,Port to Door,"51.2194475,4.4024643","24.8607343,67.0011364",PKKHI - BEANR,84.0
2275,coloaded_lcl,2972528,TPEB,805.29,3.68,74.75,171.54,Port to Door,"37.8043514,-122.2711639","22.6272784,120.3014353",TWKHH - USOAK,56.0
2276,coloaded_lcl,2969728,TPEB,29.7,0.16,223.26,151.65,Port to Door,"34.0522342,-118.2436849","25.1276033,121.7391833",TWKEL - USATL,68.0
2277,coloaded_lcl,2941763,TPEB,"2,838.72",12.45,64.56,11.51,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,42.0
2278,coloaded_lcl,2938475,TPEB,"1,024.8",18.44,592.50,43.16,Door to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,60.0
2279,flxt_lcl,2970975,TPEB,"2,597.36",10.42,64.56,26.21,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,36.0
2280,flxt_lcl,2927808,FEWB,700,3.73,207.16,153.07,Port to Door,"51.9244201,4.4777326","22.6272784,120.3014353",TWKHH - NLRTM,116.0
2281,coloaded_lcl,2987318,TPEB,"1,016",7.127,110.12,24.75,Door to Door,"33.7700504,-118.1937395","22.3193039,114.1693611",HKHKG - USLGB,48.0
2282,coloaded_lcl,2938346,FEWB,54.63,0.49,77.89,120.37,Port to Door,"51.9244201,4.4777326","20.8449115,106.6880841",VNHPH - NLRTM,83.0
2283,coloaded_lcl,2921846,FEWB,"1,509.85",7.58,88.37,273.68,Port to Door,"51.961726,1.351255","8.764166099999999,78.1348361",INTUT - GBFXT,81.0
2284,coloaded_lcl,2939391,TAWB,125,0.864,455.71,495.01,Door to Door,"34.0522342,-118.2436849","53.5510846,9.9936819",DEHAM - USLAX,85.0
2285,coloaded_lcl,2938915,FEWB,194.4,0.54,4.98,174.24,Port to Door,"50.90970040000001,-1.4043509","22.6272784,120.3014353",TWKHH - GBSOU,96.0
2286,coloaded_lcl,2980539,TAWB,"1,467",4.896,539.50,57.38,Door to Door,"40.735657,-74.1723667","57.70887,11.97456",SEGOT - USNYC,66.0
2287,coloaded_lcl,2960595,TPEB,226.28,2.638,26.00,164.61,Port to Door,"34.0522342,-118.2436849","-6.2087634,106.845599",IDJKT - USLAX,66.0
2288,coloaded_lcl,2985090,TAEB,82.1,1.164,77.89,426.77,Door to Door,"51.9244201,4.4777326","29.746047,-95.287854",USHOU - NLRTM,55.0
2289,coloaded_lcl,2969376,TPEB,255.11,1.26,855.34,86.01,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,47.0
2290,coloaded_lcl,2966214,TAWB,383,3.072,26.04,308.38,Port to Door,"45.5016889,-73.567256","53.5510846,9.9936819",DEHAM - CATOR,36.0
2291,flxt_lcl,2938838,FEWB,747.75,5.79,98.22,171.54,Port to Door,"51.9244201,4.4777326","22.6272784,120.3014353",TWKHH - NLRTM,77.0
2292,coloaded_lcl,2941961,TPEB,429,3.435,747.93,13.70,Door to Door,"40.735657,-74.1723667","1.352083,103.819836",SGSIN - USNYC,82.0
2293,flxt_lcl,2964272,TPEB,112.5,0.9,22.03,307.35,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USCHI,63.0
2294,coloaded_lcl,2949780,FEWB,912,6.43,97.37,341.28,Port to Door,"51.9244201,4.4777326","35.1795543,129.0756416",KRPUS - NLRTM,90.0
2295,coloaded_lcl,2907366,TPEB,392.02,2.23,93.85,2.65,Port to Door,"40.735657,-74.1723667","20.8449115,106.6880841",VNHPH - USNYC,72.0
2296,coloaded_lcl,2803898,TPEB,312.1,3.21,719.42,11.79,Port to Door,"40.735657,-74.1723667","5.4356367,100.3091",MYPEN - USNYC,88.0
2297,coloaded_lcl,2960688,FEWB,576.13,7.63,66.67,134.22,Port to Door,"53.5510846,9.9936819","16.0544563,108.0717219",VNDAD - DEHAM,100.0
2298,coloaded_lcl,2941205,TPEB,"1,753.14",2.59,394.66,158.64,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USCHI,82.0
2299,coloaded_lcl,2953018,TPEB,"2,353.57",12.23,11.65,5.69,Port to Door,"47.6062095,-122.3320708","22.356851,91.7831819",BDCGP - USSEA,72.0
2300,coloaded_lcl,2948360,TPEB,"1,203.62",3.168,449.97,17.86,Door to Door,"40.735657,-74.1723667","5.4356367,100.3091",MYPEN - USNYC,67.0
2301,coloaded_lcl,2916257,FEWB,837.3,4.44,48.87,77.79,Port to Door,"51.9244201,4.4777326","20.8449115,106.6880841",VNHPH - NLRTM,80.0
2302,coloaded_lcl,2938393,FEWB,"1,039.1",7.9,185.35,11.93,Port to Door,"51.961726,1.351255","10.8230989,106.6296638",VNSGN - GBFXT,69.0
2303,coloaded_lcl,2903463,TPEB,29.2,1.0,453.25,27.83,Port to Door,"40.735657,-74.1723667","7.873053999999999,80.77179699999999",LKCMB - USNYC,62.0
2304,coloaded_lcl,3052176,TPEB,"1,727.19",8.718,59.15,58.00,Port to Door,"34.0522342,-118.2436849","35.6761919,139.6503106",JPTYO - USLAX,54.0
2305,coloaded_lcl,2948932,FEWB,176.76,3.254,94.85,"1,149.79",Port to Door,"51.961726,1.351255","18.9499361,72.9511875",INNSA - GBFXT,84.0
2306,flxt_lcl,2948100,TPEB,242.9,0.69,353.26,169.72,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USCHI,59.0
2307,coloaded_lcl,2958308,TPEB,174.46,1.63,109.60,90.98,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,57.0
2308,flxt_lcl,2932363,TPEB,"5,851.6",11.79,109.88,49.71,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,38.0
2309,coloaded_lcl,2970532,ROW,229.8,2.52,28.29,175.36,Port to Door,"51.2194475,4.4024643","41.0082376,28.9783589",TRIST - NLRTM,62.0
2310,coloaded_lcl,2916125,FEWB,"1,044.56",7.2,48.87,161.31,Port to Door,"51.9244201,4.4777326","10.8230989,106.6296638",VNSGN - NLRTM,76.0
2311,flxt_lcl,3000537,TPEB,222,2.24,592.64,142.22,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,72.0
2312,coloaded_lcl,2966841,TPEB,810.57,15.557,109.60,45.04,Port to Door,"34.0522342,-118.2436849","-7.0051453,110.4381254",IDSRG - USLAX,71.0
2313,coloaded_lcl,2975430,TAWB,517,0.48,"2,120.95",87.26,Door to Door,"40.735657,-74.1723667","41.1827778,-8.703055599999999",PTLEI - USNYC,53.0
2314,coloaded_lcl,2968738,TAWB,93.5,1.538,414.81,73.48,Door to Door,"40.735657,-74.1723667","51.2194475,4.4024643",BEANR - USNYC,52.0
2315,flxt_lcl,2916027,FEWB,56,0.51,115.80,31.26,Port to Door,"51.961726,1.351255","22.556499,114.236875",CNYTN - GBFXT,58.0
2316,coloaded_lcl,2945563,FEWB,139.57,1.476,12.62,9.21,Port to Port,"53.5510846,9.9936819","13.7505781,100.7943199",THLKR - DEHAM,80.0
2317,coloaded_lcl,2974442,TAWB,930,4.6,244.65,40.88,Door to Door,"34.0522342,-118.2436849","44.4056499,8.946256",ITGOA - USLAX,66.0
2318,coloaded_lcl,2972426,TPEB,178.24,1.68,224.68,306.86,Door to Door,"34.0522342,-118.2436849","25.1276033,121.7391833",TWKEL - USATL,65.0
2319,coloaded_lcl,2980304,TPEB,"1,163.22",5.16,241.50,41.01,Door to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,44.0
2320,coloaded_lcl,2951331,TAEB,150.14,0.719,193.05,207.88,Door to Door,"54.5188898,18.5305409","40.735657,-74.1723667",USNYC - PLGDY,
2321,flxt_lcl,2883926,TPEB,"4,858.2",6.55,9.93,267.75,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,37.0
2322,coloaded_lcl,2916545,TPEB,"1,311.31",9.09,295.02,15.29,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USATL,90.0
2323,coloaded_lcl,2959607,TPEB,630.55,4.13,"2,068.47",118.71,Door to Door,"49.2827291,-123.1207375","20.8449115,106.6880841",VNHPH - CAVAN,48.0
2324,flxt_lcl,2895549,FEWB,336.09,2.25,15.29,244.30,Port to Port,"53.5510846,9.9936819","22.356851,91.7831819",BDCGP - DEHAM,85.0
2325,flxt_lcl,2935060,TPEB,"3,222",4.37,19.33,302.56,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,64.0
2326,coloaded_lcl,2909788,TPEB,750.2,3.43,303.53,259.10,Port to Door,"34.0522342,-118.2436849","25.1276033,121.7391833",TWKEL - USATL,58.0
2327,coloaded_lcl,2989623,LATAM OB,768.96,4.826,53.54,7.42,Port to Door,"40.735657,-74.1723667","-12.0508491,-77.1259843",PECLL - USNYC,47.0
2328,coloaded_lcl,2962927,TPEB,"1,291.68",8.95,123.35,90.98,Port to Port,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,41.0
2329,flxt_lcl,2988357,TPEB,"1,858.8",6.53,12.79,166.90,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,37.0
2330,coloaded_lcl,2946309,FEWB,367.73,1.79,66.67,70.19,Port to Door,"53.5510846,9.9936819","16.0544563,108.0717219",VNDAD - DEHAM,98.0
2331,flxt_lcl,2934497,TPEB,856.5,8.8,4.84,7.63,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USCHI,60.0
2332,coloaded_lcl,2836288,TPEB,"1,175",8.4,747.93,13.70,Door to Door,"40.735657,-74.1723667","1.352083,103.819836",SGSIN - USNYC,75.0
2333,coloaded_lcl,2991489,TPEB,74.84,0.698,9.91,53.32,Port to Door,"34.0522342,-118.2436849","13.7505781,100.7943199",THLKR - USLAX,54.0
2334,coloaded_lcl,2972604,FEWB,"2,786.9",14.89,93.86,235.81,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,65.0
2335,coloaded_lcl,2976861,FEWB,906.6,10.9,66.67,10.83,Port to Door,"53.5510846,9.9936819","10.8230989,106.6296638",VNSGN - DEHAM,76.0
2336,coloaded_lcl,2971505,TPEB,"1,884.6",9.451,64.34,23.98,Port to Door,"40.735657,-74.1723667","22.3193039,114.1693611",HKHKG - USNYC,60.0
2337,coloaded_lcl,2959011,TPEB,237.99,2.0,15.94,62.65,Door to Door,"49.2827291,-123.1207375","10.8230989,106.6296638",VNSGN - CATOR,74.0
2338,coloaded_lcl,2937135,TPEB,868.82,5.86,517.81,52.02,Port to Door,"40.735657,-74.1723667","20.8449115,106.6880841",VNHPH - USNYC,85.0
2339,flxt_lcl,2924150,FEWB,830.65,5.5,15.29,247.08,Port to Port,"53.5510846,9.9936819","22.356851,91.7831819",BDCGP - DEHAM,64.0
2340,coloaded_lcl,2961151,FEWB,"4,452",25.61,140.43,214.60,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,63.0
2341,coloaded_lcl,2941774,TPEB,646,2.338,747.93,13.70,Door to Door,"40.735657,-74.1723667","1.352083,103.819836",SGSIN - USNYC,93.0
2342,flxt_lcl,2973893,TPEB,"1,368",5.55,249.12,32.88,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USCHI,59.0
2343,coloaded_lcl,2857801,FEWB,584.6,3.92,21.50,279.47,Port to Door,"51.9244201,4.4777326","8.764166099999999,78.1348361",INTUT - NLRTM,97.0
2344,coloaded_lcl,2944089,FEWB,"1,310.26",8.415,116.24,162.55,Port to Door,"51.961726,1.351255","10.6267867,103.5115545",KHKOS - GBFXT,65.0
2345,coloaded_lcl,2909421,TAWB,970.33,18.15,373.88,121.39,Door to Door,"34.0522342,-118.2436849","44.4056499,8.946256",ITGOA - USLAX,53.0
2346,coloaded_lcl,2951598,TPEB,903.75,7.13,"1,616.35",86.55,Door to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,60.0
2347,coloaded_lcl,2918356,TPEB,600,1.55,184.57,11.77,Port to Door,"37.8043514,-122.2711639","22.3193039,114.1693611",HKHKG - USOAK,58.0
2348,flxt_lcl,2996691,TPEB,343,3.4,650.18,20.06,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,42.0
2349,coloaded_lcl,2940358,TPEB,"1,848.22",14.277,35.35,"1,310.48",Port to Door,"36.8507689,-76.28587259999999","18.9499361,72.9511875",INNSA - USCHI,57.0
2350,flxt_lcl,2992442,TPEB,202,0.97,181.41,10.16,Port to Door,"34.0522342,-118.2436849","22.3193039,114.1693611",HKHKG - USLAX,42.0
2351,coloaded_lcl,2946285,TPEB,280.5,3.76,50.09,14.82,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,54.0
2352,flxt_lcl,2946448,FEWB,238.9,1.227,15.29,"1,354.07",Port to Port,"53.5510846,9.9936819","18.9499361,72.9511875",INNSA - DEHAM,44.0
2353,coloaded_lcl,2962990,TPEB,300.8,1.95,11.22,75.67,Port to Door,"47.2528768,-122.4442906","20.8449115,106.6880841",VNHPH - USTIW,51.0
2354,coloaded_lcl,3007339,ROW,451.49,3.075,72.43,22.75,Door to Door,"13.1040552,100.9158073","22.3193039,114.1693611",HKHKG - THLCH,18.0
2355,coloaded_lcl,2961927,TPEB,"1,315.92",1.16,249.21,25.87,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USCHI,62.0
2356,coloaded_lcl,2992467,TPEB,304.45,1.59,630.69,53.91,Door to Door,"40.735657,-74.1723667","14.5995124,120.9842195",PHMNL - USNYC,81.0
2357,coloaded_lcl,2930484,FEWB,"1,002.67",7.2,116.24,32.11,Port to Door,"51.961726,1.351255","14.5995124,120.9842195",PHMNL - GBFXT,85.0
2358,coloaded_lcl,2929589,TPEB,"1,932.32",2.0,8.48,8.76,Port to Door,"34.0522342,-118.2436849","7.873053999999999,80.77179699999999",LKCMB - USLAX,59.0
2359,coloaded_lcl,3026831,ROW,"1,225",9.828,66.48,312.22,Port to Door,"35.6761919,139.6503106","35.1795543,129.0756416",KRPUS - JPTYO,23.0
2360,coloaded_lcl,2965339,LATAM OB,98,0.625,98.87,15.83,Port to Door,"53.5510846,9.9936819","-12.0508491,-77.1259843",PECLL - NLRTM,60.0
2361,coloaded_lcl,2984512,LATAM OB,"3,088.6",11.08,"1,356.77",12.86,Port to Door,"40.735657,-74.1723667","-12.0508491,-77.1259843",PECLL - USNYC,70.0
2362,coloaded_lcl,2934398,FEWB,"2,168.2",3.861,207.16,"1,405.56",Port to Door,"51.9244201,4.4777326","18.9499361,72.9511875",INNSA - NLRTM,98.0
2363,coloaded_lcl,3001464,TAEB,"2,585.5",9.439,71.00,385.81,Door to Door,"51.9244201,4.4777326","36.8507689,-76.28587259999999",USORF - NLRTM,70.0
2364,flxt_lcl,2969398,TPEB,248,1.5,"1,227.94",306.95,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,40.0
2365,coloaded_lcl,2950482,ROW,720.6,3.512,11.11,354.39,Port to Door,"1.352083,103.819836","35.1795543,129.0756416",KRPUS - SGSIN,20.0
2366,flxt_lcl,2874826,TPEB,"3,637",18.56,179.40,142.22,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,74.0
2367,flxt_lcl,2960014,TPEB,234.5,0.25,171.09,305.61,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USCHI,61.0
2368,coloaded_lcl,2895994,TPEB,"2,709.29",12.977,"1,312.17",2.62,Port to Port,"34.0522342,-118.2436849","-6.2087634,106.845599",IDJKT - USLAX,61.0
2369,coloaded_lcl,3093521,FEWB,867.3,4.64,69.84,"1,267.33",Port to Port,"51.961726,1.351255","8.764166099999999,78.1348361",INTUT - GBFXT,
2370,coloaded_lcl,2999998,TPEB,223.07,3.1,24.54,79.18,Port to Door,"49.2827291,-123.1207375","10.8230989,106.6296638",VNSGN - CAVAN,74.0
2371,flxt_lcl,2945904,TPEB,844.53,5.81,45.27,142.22,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,38.0
2372,coloaded_lcl,2954138,TPEB,61.5,1.0,6.95,55.43,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,47.0
2373,coloaded_lcl,2955931,FEWB,99.48,1.0,98.87,"2,349.97",Port to Door,"51.9244201,4.4777326","10.8230989,106.6296638",VNSGN - NLRTM,58.0
2374,coloaded_lcl,2973643,TPEB,486.53,2.95,54.37,181.50,Port to Door,"34.0522342,-118.2436849","20.8449115,106.6880841",VNHPH - USLAX,40.0
2375,coloaded_lcl,2936858,FEWB,"1,508.03",11.52,185.35,77.98,Port to Door,"51.961726,1.351255","20.8449115,106.6880841",VNHPH - GBFXT,69.0
2376,coloaded_lcl,2945886,FEWB,127.5,0.775,439.84,"1,159.66",Port to Door,"51.9244201,4.4777326","18.9499361,72.9511875",INNSA - NLRTM,101.0
2377,flxt_lcl,2921552,TPEB,"1,183.8",3.7,242.33,142.22,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USCHI,60.0
2378,coloaded_lcl,2953934,TPEB,888.2,1.356,630.69,249.77,Door to Door,"40.735657,-74.1723667","35.6761919,139.6503106",JPTYO - USNYC,88.0
2379,flxt_lcl,2916029,FEWB,199,1.92,77.89,31.26,Port to Door,"51.9244201,4.4777326","22.556499,114.236875",CNYTN - NLRTM,49.0
2380,coloaded_lcl,2940530,FEWB,720.5,3.34,166.63,93.52,Port to Door,"51.961726,1.351255","20.8449115,106.6880841",VNHPH - GBFXT,71.0
2381,flxt_lcl,2932381,TPEB,"1,378.35",12.37,64.34,295.83,Port to Door,"40.735657,-74.1723667","22.6272784,120.3014353",TWKHH - USNYC,68.0
2382,coloaded_lcl,2990729,TPEB,90.32,1.5,182.59,179.09,Port to Door,"37.8043514,-122.2711639","22.6272784,120.3014353",TWKHH - USOAK,46.0
2383,coloaded_lcl,2961878,TPEB,"1,372.5",8.03,160.13,155.66,Port to Door,"34.0522342,-118.2436849","25.1276033,121.7391833",TWKEL - USATL,62.0
2384,coloaded_lcl,2956034,TPEB,622,1.718,605.53,68.45,Door to Door,"40.735657,-74.1723667","35.6761919,139.6503106",JPTYO - USNYC,76.0
2385,flxt_lcl,2918130,FEWB,905.65,5.49,15.29,226.54,Port to Port,"53.5510846,9.9936819","22.356851,91.7831819",BDCGP - DEHAM,65.0
2386,coloaded_lcl,2958334,TPEB,"2,004.44",9.64,"2,162.50",70.52,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,81.0
2387,coloaded_lcl,2944655,FEWB,361.81,1.81,66.67,86.01,Port to Door,"53.5510846,9.9936819","20.8449115,106.6880841",VNHPH - DEHAM,87.0
2388,flxt_lcl,2971660,TPEB,52.5,0.31,109.88,17.16,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USLAX,38.0
2389,coloaded_lcl,2999234,FEWB,55,0.387,116.24,"1,165.76",Port to Door,"51.961726,1.351255","18.9499361,72.9511875",INNSA - GBFXT,67.0
2390,coloaded_lcl,2954334,TPEB,695.95,4.359,591.20,20.45,Port to Door,"34.0522342,-118.2436849","-7.0051453,110.4381254",IDSRG - USLAX,77.0
2391,coloaded_lcl,2969093,TAWB,77.5,0.246,"2,396.11",117.80,Door to Door,"40.735657,-74.1723667","51.2194475,4.4024643",BEANR - USNYC,107.0
2392,coloaded_lcl,2973230,TAEB,218.63,2.271,37.51,263.01,Door to Door,"51.9244201,4.4777326","44.64876350000001,-63.5752387",CAHAL - NLRTM,43.0
2393,coloaded_lcl,2960586,TAWB,834.15,3.12,96.87,482.88,Door to Door,"40.735657,-74.1723667","53.5510846,9.9936819",DEHAM - USNYC,41.0
2394,flxt_lcl,2979779,FEWB,241.58,1.615,15.29,"1,354.07",Port to Port,"53.5510846,9.9936819","18.9499361,72.9511875",INNSA - DEHAM,42.0
2395,coloaded_lcl,2958144,TPEB,522.3,4.12,50.09,10.38,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,54.0
2396,coloaded_lcl,2991260,TPEB,232.88,0.51,249.21,72.14,Port to Door,"34.0522342,-118.2436849","25.0329694,121.5654177",TWTPE - USCHI,61.0
2397,coloaded_lcl,2928790,TPEB,"2,405",14.42,"1,246.23",25.45,Door to Door,"34.0522342,-118.2436849","18.9499361,72.9511875",INNSA - USLAX,93.0
2398,flxt_lcl,2953453,FEWB,"1,270.2",6.63,129.50,"9,289.81",Port to Door,"51.961726,1.351255","29.868336,121.54399",CNNGB - GBFXT,76.0
2399,flxt_lcl,2971688,TPEB,"1,986",7.5,16.78,307.35,Door to Port,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,39.0
2400,coloaded_lcl,2988102,ROW,"1,022.61",2.24,66.48,83.47,Port to Door,"35.6761919,139.6503106","22.6272784,120.3014353",TWKHH - JPTYO,23.0
2401,coloaded_lcl,2907363,FEWB,"1,250.7",6.2,116.24,2.65,Port to Door,"51.961726,1.351255","20.8449115,106.6880841",VNHPH - GBFXT,62.0
2402,coloaded_lcl,2964952,TPEB,492,1.389,748.00,22.98,Port to Door,"40.735657,-74.1723667","22.8395202,69.7213266",INMUN - USNYC,72.0
2403,coloaded_lcl,2987651,FEWB,"1,604.6",12.86,115.80,137.06,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,74.0
2404,flxt_lcl,2964119,TPEB,451.71,3.86,707.72,173.23,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,38.0
2405,coloaded_lcl,2953844,FEWB,889.76,5.95,28.29,15.81,Port to Door,"51.9244201,4.4777326","13.7563309,100.5017651",THBKK - NLRTM,69.0
2406,coloaded_lcl,2934701,TPEB,"1,240.18",9.033,701.12,1.77,Port to Door,"40.735657,-74.1723667","11.5563738,104.9282099",KHPNH - USNYC,74.0
2407,coloaded_lcl,2962516,FEWB,829,1.108,147.02,430.02,Port to Door,"51.961726,1.351255","18.9499361,72.9511875",INNSA - GBFXT,69.0
2408,coloaded_lcl,2963096,TPEB,844.89,8.2,10.33,21.38,Port to Door,"49.2827291,-123.1207375","10.8230989,106.6296638",VNSGN - CAVAN,80.0
2409,coloaded_lcl,2971836,TPEB,262,1.62,258.43,300.33,Port to Port,"47.2528768,-122.4442906","22.6272784,120.3014353",TWKHH - USTIW,49.0
2410,coloaded_lcl,2925055,TPEB,"1,302.22",9.048,"2,197.57",19.66,Port to Door,"34.0522342,-118.2436849","11.5563738,104.9282099",KHPNH - USLAX,51.0
2411,coloaded_lcl,2921838,TPEB,834.8,3.313,96.24,"1,147.69",Port to Door,"40.735657,-74.1723667","18.9499361,72.9511875",INNSA - USNYC,50.0
2412,coloaded_lcl,2953573,FEWB,"2,076.35",11.95,93.86,220.04,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,71.0
2413,flxt_lcl,2969492,TPEB,172.7,0.92,389.40,308.62,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,42.0
2414,coloaded_lcl,2945578,FEWB,824.3,4.2,45.66,8.43,Port to Door,"51.2194475,4.4024643","10.8230989,106.6296638",VNSGN - BEANR,95.0
2415,coloaded_lcl,2937061,TPEB,117.56,0.66,93.85,2.65,Port to Door,"40.735657,-74.1723667","20.8449115,106.6880841",VNHPH - USNYC,73.0
2416,coloaded_lcl,2976701,FEWB,180.46,1.6,184.01,244.30,Port to Door,"51.961726,1.351255","22.356851,91.7831819",BDCGP - GBFXT,68.0
2417,coloaded_lcl,2918789,TPEB,213.31,1.17,93.85,2.65,Port to Door,"40.735657,-74.1723667","20.8449115,106.6880841",VNHPH - USNYC,74.0
2418,flxt_lcl,2953275,FEWB,895.48,10.218,66.67,45.94,Port to Door,"53.5510846,9.9936819","-7.0051453,110.4381254",IDSRG - DEHAM,62.0
2419,coloaded_lcl,2942111,TPEB,850.12,5.7,855.34,161.31,Port to Door,"34.0522342,-118.2436849","10.8230989,106.6296638",VNSGN - USLAX,40.0
2420,coloaded_lcl,2972971,TAWB,259,1.12,539.50,35.07,Door to Door,"40.735657,-74.1723667","44.4056499,8.946256",ITGOA - USNYC,52.0
2421,coloaded_lcl,2966490,FEEB,"2,220",12.72,4.06,198.46,Door to Door,"10.8230989,106.6296638","44.4056499,8.946256",ITGOA - VNSGN,68.0
2422,coloaded_lcl,2956466,FEWB,"1,169",9.49,98.87,17.48,Port to Door,"51.9244201,4.4777326","10.8230989,106.6296638",VNSGN - NLRTM,77.0
2423,flxt_lcl,2964380,TPEB,"2,140.02",17.93,45.27,296.62,Port to Door,"34.0522342,-118.2436849","22.6272784,120.3014353",TWKHH - USLAX,44.0
